Symbol,Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
IS7K23,2023-04-28,400,400,400,400,0,0.00%,0,22
IS7K23,2023-05-01,400,400,400,400,0,0.00%,0,22
IS7K23,2023-05-02,400,400,395,400,0,0.00%,15,34
IS7K23,2023-05-03,398,398,398,398,-2.,-0.50%,0,34
IS7K23,2023-05-04,388,388,382,388,-10.,-2.51%,0,0
IS7K23,2023-05-05,375,375,375,375,-13.,-3.35%,0,34
IS7K23,2023-05-08,377,377,377,377,2,+0.53%,0,34
IS7K23,2023-05-09,378,379,375,379,2,+0.53%,0,34
IS7K23,2023-05-10,379,379,379,379,0,0.00%,0,34
IS7K23,2023-05-11,379,379,379,379,0,0.00%,0,0
IS7K23,2023-05-12,379,379,379,379,0,0.00%,15,41
IS7K23,2023-05-15,379,379,379,379,0,0.00%,6,44
IS7K23,2023-05-16,380,380,380,380,1,+0.26%,0,44
IS7K23,2023-05-17,380,380,380,380,0,0.00%,0,44
IS7K23,2023-05-18,380,380,380,380,0,0.00%,0,0
IS7K23,2023-05-19,380,380,380,380,0,0.00%,0,44
IS7K23,2023-05-22,380,380,380,380,0,0.00%,0,44
IS7K23,2023-05-23,379,379,379,379,-1.,-0.26%,0,44
IS7K23,2023-05-24,379,379,378,378,-1.,-0.26%,9,53
IS7K23,2023-05-25,378,378,378,378,0,0.00%,0,0
IS7M23,2023-05-26,365,365,365,365,-13.,-3.44%,16,62
IS7M23,2023-05-30,365,370,365,365,0,0.00%,0,62
IS7M23,2023-05-31,370,370,370,370,5,+1.37%,0,62
IS7M23,2023-06-01,375,375,375,375,5,+1.35%,0,0
IS7M23,2023-06-02,375,375,375,375,0,0.00%,0,58
IS7M23,2023-06-05,380,380,380,380,5,+1.33%,9,55
IS7M23,2023-06-06,381,381,381,381,1,+0.26%,0,55
IS7M23,2023-06-07,381,381,381,381,0,0.00%,0,55
IS7M23,2023-06-08,382,382,382,382,1,+0.26%,0,0
IS7M23,2023-06-09,386,386,386,386,4,+1.05%,0,55
IS7M23,2023-06-12,386,386,386,386,0,0.00%,3,55
IS7M23,2023-06-13,386,386,386,386,0,0.00%,0,55
IS7M23,2023-06-14,386,386,386,386,0,0.00%,0,55
IS7M23,2023-06-15,386,386,386,386,0,0.00%,0,0
IS7M23,2023-06-16,386,386,386,386,0,0.00%,0,55
IS7M23,2023-06-20,386,386,386,386,0,0.00%,5,55
IS7M23,2023-06-21,386,386,386,386,0,0.00%,0,55
IS7M23,2023-06-22,386,386,386,386,0,0.00%,0,55
IS7M23,2023-06-23,386,386,386,386,0,0.00%,0,5
IS7N23,2023-06-26,380,380,380,380,-6.,-1.55%,0,55
IS7N23,2023-06-27,380,380,380,380,0,0.00%,0,55
IS7N23,2023-06-28,380,380,380,380,0,0.00%,0,55
IS7N23,2023-06-29,380,380,380,380,0,0.00%,0,4
IS7N23,2023-06-30,380,380,380,380,0,0.00%,0,43
IS7N23,2023-07-03,376,376,376,376,-4.,-1.05%,0,43
IS7N23,2023-07-05,376,376,376,376,0,0.00%,0,43
IS7N23,2023-07-06,376,376,375,375,-1.,-0.27%,0,43
IS7N23,2023-07-07,375,375,375,375,0,0.00%,0,4
IS7N23,2023-07-10,375,375,375,375,0,0.00%,0,43
IS7N23,2023-07-11,375,375,375,375,0,0.00%,0,43
IS7N23,2023-07-12,375,375,375,375,0,0.00%,0,43
IS7N23,2023-07-13,375,375,375,375,0,0.00%,0,4
IS7N23,2023-07-14,375,375,375,375,0,0.00%,0,43
IS7N23,2023-07-17,375,375,375,375,0,0.00%,0,43
IS7N23,2023-07-18,374,374,374,374,-1.,-0.27%,0,43
IS7N23,2023-07-19,373,373,373,373,-1.,-0.27%,0,43
IS7N23,2023-07-20,372,372,372,372,-1.,-0.27%,0,4
IS7N23,2023-07-21,371,371,371,371,-1.,-0.27%,9,49
IS7N23,2023-07-24,370,370,370,370,-1.,-0.27%,0,49
IS7N23,2023-07-25,368,368,368,368,-2.,-0.54%,0,49
IS7Q23,2023-07-26,363,363,363,363,-5.,-1.36%,0,49
IS7Q23,2023-07-27,363,363,363,363,0,0.00%,0,4
IS7Q23,2023-07-28,363,363,363,363,0,0.00%,0,49
IS7Q23,2023-07-31,363,363,363,363,0,0.00%,0,49
IS7Q23,2023-08-01,363,363,363,363,0,0.00%,0,43
IS7Q23,2023-08-02,356,356,356,356,-7.,-1.93%,0,6
IS7Q23,2023-08-03,356,356,356,356,0,0.00%,0,3
IS7Q23,2023-08-04,355,355,355,355,-1.,-0.28%,0,43
IS7Q23,2023-08-07,354,355,354,355,0,0.00%,0,43
IS7Q23,2023-08-08,355,355,355,355,0,0.00%,12,55
IS7Q23,2023-08-09,354,354,354,354,-1.,-0.28%,0,55
IS7Q23,2023-08-10,354,354,354,354,0,0.00%,0,3
IS7Q23,2023-08-11,354,354,354,354,0,0.00%,0,55
IS7Q23,2023-08-14,356,356,356,356,2,+0.56%,0,55
IS7Q23,2023-08-15,360,360,360,360,4,+1.12%,0,55
IS7Q23,2023-08-16,363,363,363,363,3,+0.83%,0,55
IS7Q23,2023-08-17,362,362,362,362,-1.,-0.28%,0,3
IS7Q23,2023-08-18,363,363,363,363,1,+0.28%,0,55
IS7Q23,2023-08-21,363,363,363,363,0,0.00%,0,55
IS7Q23,2023-08-22,363,363,363,363,0,0.00%,0,55
IS7Q23,2023-08-23,361,361,361,361,-2.,-0.55%,0,55
IS7Q23,2023-08-24,361,361,361,361,0,0.00%,0,3
IS7Q23,2023-08-25,362,362,362,362,1,+0.28%,0,55
IS7U23,2023-08-28,375,375,375,375,13,+3.59%,0,55
IS7U23,2023-08-29,375,375,375,375,0,0.00%,0,55
IS7U23,2023-08-30,375,375,375,375,0,0.00%,0,55
IS7U23,2023-08-31,375,375,375,375,0,0.00%,0,44
IS7U23,2023-09-01,375,375,375,375,0,0.00%,0,47
IS7U23,2023-09-05,375,375,375,375,0,0.00%,0,47
IS7U23,2023-09-06,375,375,375,375,0,0.00%,0,47
IS7U23,2023-09-07,375,375,375,375,0,0.00%,0,41
IS7U23,2023-09-08,375,375,375,375,0,0.00%,9,44
IS7U23,2023-09-11,375,375,375,375,0,0.00%,0,44
IS7U23,2023-09-12,375,375,375,375,0,0.00%,2,42
IS7U23,2023-09-13,375,375,375,375,0,0.00%,0,42
IS7U23,2023-09-14,375,375,375,375,0,0.00%,0,42
IS7U23,2023-09-15,375,375,375,375,0,0.00%,0,42
IS7U23,2023-09-18,375,375,375,375,0,0.00%,0,42
IS7U23,2023-09-19,375,375,375,375,0,0.00%,0,42
IS7U23,2023-09-20,375,375,375,375,0,0.00%,0,42
IS7U23,2023-09-21,375,375,375,375,0,0.00%,0,42
IS7U23,2023-09-22,375,375,375,375,0,0.00%,0,42
IS7V23,2023-09-25,375,375,375,375,0,0.00%,3,43
IS7V23,2023-09-26,375,375,375,375,0,0.00%,0,43
IS7V23,2023-09-27,375,375,375,375,0,0.00%,0,43
IS7V23,2023-09-28,375,375,375,375,0,0.00%,0,35
IS7V23,2023-09-29,375,375,375,375,0,0.00%,0,35
IS7V23,2023-10-02,375,375,375,375,0,0.00%,0,35
IS7V23,2023-10-03,375,375,375,375,0,0.00%,0,35
IS7V23,2023-10-04,373,373,373,373,-2.,-0.53%,0,35
IS7V23,2023-10-05,373,373,373,373,0,0.00%,0,35
IS7V23,2023-10-06,373,373,373,373,0,0.00%,0,35
IS7V23,2023-10-09,373,373,373,373,0,0.00%,0,35
IS7V23,2023-10-10,372,372,372,372,-1.,-0.27%,0,35
IS7V23,2023-10-11,371,371,371,371,-1.,-0.27%,0,35
IS7V23,2023-10-12,371,371,371,371,0,0.00%,0,35
IS7V23,2023-10-13,370,370,370,370,-1.,-0.27%,30,40
IS7V23,2023-10-16,369,369,369,369,-1.,-0.27%,30,40
IS7V23,2023-10-17,368,368,368,368,-1.,-0.27%,45,85
IS7V23,2023-10-18,367,367,367,367,-1.,-0.27%,0,85
IS7V23,2023-10-19,366,366,366,366,-1.,-0.27%,9,94
IS7V23,2023-10-20,362,362,362,362,-4.,-1.09%,0,94
IS7V23,2023-10-23,363,363,363,363,1,+0.28%,0,94
IS7V23,2023-10-24,363,363,363,363,0,0.00%,0,94
IS7V23,2023-10-25,364,364,364,364,1,+0.28%,0,94
IS7X23,2023-10-26,357,357,357,357,-7.,-1.92%,3,94
IS7X23,2023-10-27,366,366,366,366,9,+2.52%,0,94
IS7X23,2023-10-30,383,383,375,375,9,+2.46%,15,88
IS7X23,2023-10-31,375,375,375,375,0,0.00%,0,88
IS7X23,2023-11-01,375,375,375,375,0,0.00%,0,84
IS7X23,2023-11-02,375,375,375,375,0,0.00%,12,84
IS7X23,2023-11-03,374,374,374,374,-1.,-0.27%,12,84
IS7X23,2023-11-06,373,373,373,373,-1.,-0.27%,0,84
IS7X23,2023-11-07,373,373,373,373,0,0.00%,0,84
IS7X23,2023-11-08,378,378,378,378,5,+1.34%,0,84
IS7X23,2023-11-09,376,376,376,376,-2.,-0.53%,0,84
IS7X23,2023-11-10,376,376,376,376,0,0.00%,0,84
IS7X23,2023-11-13,377,377,377,377,1,+0.27%,0,84
IS7X23,2023-11-14,385,385,385,385,8,+2.12%,0,84
IS7X23,2023-11-15,380,380,380,380,-5.,-1.30%,1,83
IS7X23,2023-11-16,380,380,380,380,0,0.00%,12,89
IS7X23,2023-11-17,380,380,380,380,0,0.00%,0,89
IS7X23,2023-11-20,378,378,378,378,-2.,-0.53%,6,89
IS7X23,2023-11-21,378,378,378,378,0,0.00%,6,89
IS7X23,2023-11-22,379,379,379,379,1,+0.26%,0,89
IS7X23,2023-11-24,379,379,379,379,0,0.00%,0,89
IS7Z23,2023-11-27,401,401,401,401,22,+5.80%,0,89
IS7Z23,2023-11-28,401,401,401,401,0,0.00%,0,89
IS7Z23,2023-11-29,401,401,401,401,0,0.00%,0,89
IS7Z23,2023-11-30,403,405,403,403,2,+0.50%,0,83
IS7Z23,2023-12-01,405,410,405,405,2,+0.50%,0,83
IS7Z23,2023-12-04,419,419,419,419,14,+3.46%,0,83
IS7Z23,2023-12-05,419,419,419,419,0,0.00%,0,83
IS7Z23,2023-12-06,425,425,425,425,6,+1.43%,0,83
IS7Z23,2023-12-07,423,423,423,423,-2.,-0.47%,0,83
IS7Z23,2023-12-08,426,426,426,426,3,+0.71%,0,83
IS7Z23,2023-12-11,424,424,424,424,-2.,-0.47%,0,83
IS7Z23,2023-12-12,422,423,422,423,-1.,-0.24%,0,83
IS7Z23,2023-12-13,422,422,422,422,-1.,-0.24%,6,83
IS7Z23,2023-12-14,421,421,421,421,-1.,-0.24%,3,80
IS7Z23,2023-12-15,423,423,421,421,0,0.00%,0,80
IS7Z23,2023-12-18,421,421,421,421,0,0.00%,0,80
IS7Z23,2023-12-19,421,421,421,421,0,0.00%,0,80
IS7Z23,2023-12-20,422,422,422,422,1,+0.24%,0,80
IS7Z23,2023-12-21,422,422,422,422,0,0.00%,0,80
IS7Z23,2023-12-22,422,422,422,422,0,0.00%,0,80
IS7F24,2023-12-26,419,419,419,419,-3.,-0.71%,0,80
IS7F24,2023-12-27,419,419,419,419,0,0.00%,0,80
IS7F24,2023-12-28,414,414,414,414,-5.,-1.19%,0,69
IS7F24,2023-12-29,414,414,410,414,0,0.00%,0,69
IS7F24,2024-01-02,414,414,414,414,0,0.00%,0,69
IS7F24,2024-01-03,414,414,414,414,0,0.00%,0,69
IS7F24,2024-01-04,414,414,414,414,0,0.00%,0,69
IS7F24,2024-01-05,414,414,414,414,0,0.00%,0,69
IS7F24,2024-01-08,419,419,419,419,5,+1.21%,0,69
IS7F24,2024-01-09,419,419,419,419,0,0.00%,0,69
IS7F24,2024-01-10,416,416,416,416,-3.,-0.72%,0,69
IS7F24,2024-01-11,417,417,417,417,1,+0.24%,0,21
IS7F24,2024-01-12,419,419,419,419,2,+0.48%,0,69
IS7F24,2024-01-16,420,420,420,420,1,+0.24%,15,78
IS7F24,2024-01-17,421,421,421,421,1,+0.24%,0,78
IS7F24,2024-01-18,420,420,420,420,-1.,-0.24%,0,78
IS7F24,2024-01-19,421,421,421,421,1,+0.24%,0,78
IS7F24,2024-01-22,422,422,421,421,0,0.00%,0,78
IS7F24,2024-01-23,422,422,421,421,0,0.00%,0,78
IS7F24,2024-01-24,422,422,422,422,1,+0.24%,0,78
IS7F24,2024-01-25,422,422,422,422,0,0.00%,0,3
IS7G24,2024-01-26,413,413,413,413,-9.,-2.13%,0,78
IS7G24,2024-01-29,420,421,420,420,7,+1.69%,0,78
IS7G24,2024-01-30,420,420,420,420,0,0.00%,0,78
IS7G24,2024-01-31,420,420,420,420,0,0.00%,0,78
IS7G24,2024-02-01,420,420,420,420,0,0.00%,0,57
IS7G24,2024-02-02,420,420,420,420,0,0.00%,0,57
IS7G24,2024-02-05,420,420,420,420,0,0.00%,0,57
IS7G24,2024-02-06,420,420,420,420,0,0.00%,0,57
IS7G24,2024-02-07,420,420,420,420,0,0.00%,0,57
IS7G24,2024-02-08,420,420,420,420,0,0.00%,0,57
IS7G24,2024-02-09,420,420,420,420,0,0.00%,0,57
IS7G24,2024-02-12,420,420,420,420,0,0.00%,0,57
IS7G24,2024-02-13,420,420,420,420,0,0.00%,0,57
IS7G24,2024-02-14,420,420,420,420,0,0.00%,0,57
IS7G24,2024-02-15,420,420,420,420,0,0.00%,0,57
IS7G24,2024-02-16,420,420,420,420,0,0.00%,0,57
IS7G24,2024-02-20,419,419,419,419,-1.,-0.24%,0,57
IS7G24,2024-02-21,419,419,419,419,0,0.00%,0,57
IS7G24,2024-02-22,418,418,418,418,-1.,-0.24%,0,57
IS7H24,2024-02-23,395,395,395,395,-23.,-5.50%,6,57
IS7H24,2024-02-26,395,395,395,395,0,0.00%,0,57
IS7H24,2024-02-27,395,395,395,395,0,0.00%,0,57
IS7H24,2024-02-28,395,395,395,395,0,0.00%,0,57
IS7H24,2024-02-29,395,395,395,395,0,0.00%,0,57
IS7H24,2024-03-01,390,390,388,390,-5.,-1.27%,0,33
IS7H24,2024-03-04,382,382,382,382,-8.,-2.05%,0,33
IS7H24,2024-03-05,376,376,374,376,-6.,-1.57%,0,33
IS7H24,2024-03-06,378,378,378,378,2,+0.53%,0,33
IS7H24,2024-03-07,379,379,379,379,1,+0.26%,0,33
IS7H24,2024-03-08,380,380,380,380,1,+0.26%,0,33
IS7H24,2024-03-11,380,380,380,380,0,0.00%,0,33
IS7H24,2024-03-12,380,380,380,380,0,0.00%,0,33
IS7H24,2024-03-13,380,380,380,380,0,0.00%,6,33
IS7H24,2024-03-14,380,380,380,380,0,0.00%,0,33
IS7H24,2024-03-15,380,380,380,380,0,0.00%,0,33
IS7H24,2024-03-18,380,380,380,380,0,0.00%,0,33
IS7H24,2024-03-19,380,380,380,380,0,0.00%,0,33
IS7H24,2024-03-20,380,380,380,380,0,0.00%,0,33
IS7H24,2024-03-21,380,380,380,380,0,0.00%,0,33
IS7J24,2024-03-22,385,385,385,385,5,+1.32%,0,33
IS7J24,2024-03-25,389,389,389,389,4,+1.04%,0,33
IS7J24,2024-03-26,389,398,389,389,0,0.00%,0,33
IS7J24,2024-03-27,395,395,395,395,6,+1.54%,0,33
IS7J24,2024-03-28,395,395,395,395,0,0.00%,0,12
IS7J24,2024-04-01,393,393,393,393,-2.,-0.51%,0,12
IS7J24,2024-04-02,394,394,394,394,1,+0.25%,0,12
IS7J24,2024-04-03,389,389,386,389,-5.,-1.27%,0,12
IS7J24,2024-04-04,385,385,385,385,-4.,-1.03%,0,12
IS7J24,2024-04-05,385,385,385,385,0,0.00%,0,12
IS7J24,2024-04-08,385,385,385,385,0,0.00%,0,12
IS7J24,2024-04-09,390,390,390,390,5,+1.30%,0,12
IS7J24,2024-04-10,388,388,388,388,-2.,-0.51%,0,12
IS7J24,2024-04-11,387,387,387,387,-1.,-0.26%,0,3
IS7J24,2024-04-12,386,386,386,386,-1.,-0.26%,0,12
IS7J24,2024-04-15,386,386,379,386,0,0.00%,0,12
IS7J24,2024-04-16,386,386,386,386,0,0.00%,0,12
IS7J24,2024-04-17,385,385,385,385,-1.,-0.26%,0,12
IS7J24,2024-04-18,385,385,385,385,0,0.00%,0,12
IS7J24,2024-04-19,385,385,385,385,0,0.00%,0,12
IS7J24,2024-04-22,385,388,385,388,3,+0.78%,0,12
IS7J24,2024-04-23,386,386,386,386,-2.,-0.52%,0,12
IS7J24,2024-04-24,385,385,385,385,-1.,-0.26%,0,12
IS7K24,2024-04-25,386,386,386,386,1,+0.26%,0,12
IS7K24,2024-04-26,386,386,386,386,0,0.00%,0,12
IS7K24,2024-04-29,386,386,386,386,0,0.00%,0,12
IS7K24,2024-04-30,386,386,386,386,0,0.00%,0,12
IS7K24,2024-05-01,386,386,386,386,0,0.00%,0,9
IS7K24,2024-05-02,386,389,386,389,3,+0.78%,0,9
IS7K24,2024-05-03,389,389,389,389,0,0.00%,0,9
IS7K24,2024-05-06,388,389,388,389,0,0.00%,0,9
IS7K24,2024-05-07,390,390,387,390,1,+0.26%,0,9
IS7K24,2024-05-08,385,385,384,385,-5.,-1.28%,0,9
IS7K24,2024-05-09,385,386,385,386,1,+0.26%,0,9
IS7K24,2024-05-10,385,386,385,386,0,0.00%,0,9
IS7K24,2024-05-13,387,387,387,387,1,+0.26%,0,9
IS7K24,2024-05-14,385,385,385,385,-2.,-0.52%,0,9
IS7K24,2024-05-15,384,385,384,385,0,0.00%,0,9
IS7K24,2024-05-16,384,388,384,388,3,+0.78%,0,9
IS7K24,2024-05-17,388,388,388,388,0,0.00%,0,9
IS7K24,2024-05-20,386,386,386,386,-2.,-0.52%,0,9
IS7K24,2024-05-21,384,386,384,386,0,0.00%,0,9
IS7K24,2024-05-22,383,386,383,386,0,0.00%,0,9
IS7K24,2024-05-23,385,385,385,385,-1.,-0.26%,0,9
IS7K24,2024-05-24,382,385,382,385,0,0.00%,0,9
IS7M24,2024-05-28,385,385,385,385,0,0.00%,0,9
IS7M24,2024-05-29,385,385,385,385,0,0.00%,0,9
IS7M24,2024-05-30,385,385,385,385,0,0.00%,0,6
IS7M24,2024-05-31,385,385,385,385,0,0.00%,0,6
IS7M24,2024-06-03,388,388,388,388,3,+0.78%,0,6
IS7M24,2024-06-04,383,383,383,383,-5.,-1.29%,0,6
IS7M24,2024-06-05,383,383,383,383,0,0.00%,0,6
IS7M24,2024-06-06,382,382,382,382,-1.,-0.26%,0,6
IS7M24,2024-06-07,389,389,389,389,7,+1.83%,0,6
IS7M24,2024-06-10,387,388,388,388,-1.,-0.26%,3,6
IS7M24,2024-06-11,384,384,384,384,-4.,-1.03%,0,6
IS7M24,2024-06-12,386,386,386,386,2,+0.52%,0,6
IS7M24,2024-06-13,385,385,385,385,-1.,-0.26%,0,6
IS7M24,2024-06-14,384,387,384,387,2,+0.52%,0,6
IS7M24,2024-06-17,385,385,385,385,-2.,-0.52%,0,6
IS7M24,2024-06-18,387,387,387,387,2,+0.52%,0,6
IS7M24,2024-06-20,385,387,385,387,0,0.00%,0,6
IS7N24,2024-06-21,382,382,382,382,-5.,-1.29%,9,15
IS7N24,2024-06-24,382,382,382,382,0,0.00%,0,15
IS7N24,2024-06-25,382,382,382,382,0,0.00%,0,15
IS7N24,2024-06-26,382,382,382,382,0,0.00%,0,15
IS7N24,2024-06-27,382,382,382,382,0,0.00%,0,12
IS7N24,2024-06-28,382,382,382,382,0,0.00%,0,12
IS7N24,2024-07-01,384,384,384,384,2,+0.52%,0,12
IS7N24,2024-07-02,394,394,394,394,10,+2.60%,0,12
IS7N24,2024-07-03,394,394,394,394,0,0.00%,0,12
IS7N24,2024-07-05,392,392,392,392,-2.,-0.51%,0,12
IS7N24,2024-07-08,392,392,392,392,0,0.00%,0,12
IS7N24,2024-07-09,390,390,390,390,-2.,-0.51%,0,12
IS7N24,2024-07-10,392,392,392,392,2,+0.51%,0,12
IS7N24,2024-07-11,391,392,391,392,0,0.00%,0,12
IS7N24,2024-07-12,392,392,392,392,0,0.00%,0,12
IS7N24,2024-07-15,391,392,391,392,0,0.00%,0,12
IS7N24,2024-07-16,392,392,392,392,0,0.00%,0,12
IS7N24,2024-07-17,392,392,392,392,0,0.00%,0,12
IS7N24,2024-07-18,391,392,391,392,0,0.00%,0,12
IS7N24,2024-07-19,391,391,391,391,-1.,-0.26%,0,12
IS7N24,2024-07-22,390,391,390,391,0,0.00%,0,12
IS7N24,2024-07-23,390,391,390,391,0,0.00%,0,12
IS7N24,2024-07-24,391,391,391,391,0,0.00%,0,12
IS7N24,2024-07-25,390,391,390,391,0,0.00%,0,12
IS7U24,2024-07-26,380,380,380,380,-11.,-2.81%,0,12
IS7U24,2024-07-29,380,380,380,380,0,0.00%,3,12
IS7U24,2024-07-30,380,380,380,380,0,0.00%,0,9
IS7U24,2024-07-31,380,380,380,380,0,0.00%,0,9
IS7U24,2024-08-01,378,378,378,378,-2.,-0.53%,0,6
IS7U24,2024-08-02,378,378,378,378,0,0.00%,0,6
IS7U24,2024-08-05,378,378,378,378,0,0.00%,0,6
IS7U24,2024-08-06,378,378,378,378,0,0.00%,0,6
IS7U24,2024-08-07,376,376,376,376,-2.,-0.53%,0,6
IS7U24,2024-08-08,375,375,375,375,-1.,-0.27%,0,6
IS7U24,2024-08-09,375,375,375,375,0,0.00%,0,6
IS7U24,2024-08-12,371,371,371,371,-4.,-1.07%,0,6
IS7U24,2024-08-13,371,371,371,371,0,0.00%,0,6
IS7U24,2024-08-14,371,371,366,371,0,0.00%,0,6
IS7U24,2024-08-15,363,363,363,363,-8.,-2.16%,0,6
IS7U24,2024-08-16,363,363,363,363,0,0.00%,0,6
IS7U24,2024-08-19,364,364,364,364,1,+0.28%,6,6
IS7V24,2024-09-25,370,370,370,370,6,+1.65%,120,120
IS7V24,2024-09-26,373,373,373,373,3,+0.81%,0,60
IS7V24,2024-09-27,375,375,375,375,2,+0.54%,0,120
IS7V24,2024-09-30,387,395,387,387,12,+3.20%,0,120
IS7V24,2024-10-01,387,387,387,387,0,0.00%,0,120
IS7V24,2024-10-02,386,386,386,386,-1.,-0.26%,0,120
IS7V24,2024-10-03,385,385,385,385,-1.,-0.26%,0,50
IS7V24,2024-10-04,395,395,395,395,10,+2.60%,0,120
IS7V24,2024-10-07,398,398,398,398,3,+0.76%,0,120
IS7V24,2024-10-08,393,393,391,393,-5.,-1.26%,0,120
IS7V24,2024-10-09,394,394,394,394,1,+0.25%,0,120
IS7V24,2024-10-10,390,390,390,390,-4.,-1.02%,0,50
IS7V24,2024-10-11,387,387,387,387,-3.,-0.77%,0,120
IS7V24,2024-10-14,389,389,386,389,2,+0.52%,6,117
IS7V24,2024-10-15,384,384,382,384,-5.,-1.29%,0,117
IS7V24,2024-10-16,382,382,382,382,-2.,-0.52%,0,117
IS7V24,2024-10-17,379,379,379,379,-3.,-0.79%,0,60
IS7V24,2024-10-18,380,380,380,380,1,+0.26%,0,117
IS7V24,2024-10-21,380,380,379,380,0,0.00%,0,117
