horizon,model,phase_offset,n,mae_skill_zero,brier_skill_frequency,direction_accuracy
30,local,16,2,-0.01626014544648902,-0.3252518630217218,0.5
30,local,17,4,-0.00693027517738367,-0.09250052021370214,0.25
30,local,18,1,0.010142833618333173,0.2542684854207122,1.0
30,local,19,3,0.013430659335868803,0.1689767390117376,0.6666666666666666
30,local,20,1,-0.03327444419367464,-0.6646218643963788,0.0
30,local,21,3,0.008387748207143525,0.18458853400065017,0.6666666666666666
30,local,23,3,-0.015316675203622253,-0.28127859977444114,0.3333333333333333
30,local,24,3,0.0005082483403124477,0.15151138811158993,0.6666666666666666
30,local,25,2,0.009834493308284245,0.051807120395614636,0.5
30,local,26,2,-0.010856203448695922,-0.1776956695535019,0.0
30,local,27,1,-0.03365193168412404,-0.6562318209194417,0.0
